FID,YEAR,MONTH,DAY,AD_TIME,BTID,NAME,LAT,LONG,WIND_KTS,PRESSURE,CAT,BASIN,Shape_Leng
29656,1950,8,31,1200Z,775,DOG,16,-58.7,75,0,H1,North Atlantic,0.921954
29660,1950,8,31,1800Z,775,DOG,16.2,-59.6,80,0,H1,North Atlantic,0.728011
40891,1950,9,1,1200Z,774,CHARLIE,32.9,-59,70,0,H1,North Atlantic,0.509902
24422,1950,10,16,0600Z,782,KING,18.9,-79.1,75,0,H1,North Atlantic,0.806226
24416,1950,10,16,0000Z,782,KING,18.2,-79.6,65,0,H1,North Atlantic,0.860233
54290,1950,10,18,1800Z,784,LOVE,26.7,-92.1,75,0,H1,North Atlantic,0.223607
40895,1950,9,1,1800Z,774,CHARLIE,33,-59.5,75,0,H1,North Atlantic,0.6
22848,1950,9,2,1800Z,776,EASY,21.4,-82.5,65,0,H1,North Atlantic,0.67082
20093,1950,8,29,0600Z,773,BAKER,23.9,-88.6,75,0,H1,North Atlantic,0.583095
28827,1950,8,22,0600Z,773,BAKER,16.6,-61.8,80,0,H1,North Atlantic,0.608276
54292,1950,10,19,0000Z,784,LOVE,26.5,-92.2,75,0,H1,North Atlantic,0.223607
28829,1950,8,22,1200Z,773,BAKER,16.7,-62.4,70,0,H1,North Atlantic,0.707107
29654,1950,8,31,0600Z,775,DOG,15.9,-57.6,70,0,H1,North Atlantic,1.104536
31710,1950,9,11,0000Z,777,FOX,19.9,-51.3,75,0,H1,North Atlantic,0.583095
29640,1950,8,20,1800Z,773,BAKER,16.5,-57.4,65,0,H1,North Atlantic,0.905539
30766,1950,8,31,0000Z,775,DOG,15.7,-56.5,65,0,H1,North Atlantic,1.118034
29643,1950,8,21,0000Z,773,BAKER,16.6,-58.3,80,0,H1,North Atlantic,0.9
45413,1950,9,10,0600Z,775,DOG,30.5,-70.6,80,0,H1,North Atlantic,0.640312
31706,1950,9,10,1800Z,777,FOX,19.5,-50.8,70,0,H1,North Atlantic,0.640312
40897,1950,9,4,0000Z,774,CHARLIE,36.9,-60.1,75,0,H1,North Atlantic,0.72111
31714,1950,9,11,0600Z,777,FOX,20.2,-51.8,80,0,H1,North Atlantic,0.583095
40901,1950,9,4,0600Z,774,CHARLIE,37.3,-59.5,70,0,H1,North Atlantic,0.860233
51451,1950,10,18,1800Z,782,KING,28.6,-81.5,65,0,H1,North Atlantic,1.664332
40889,1950,9,1,0600Z,774,CHARLIE,32.8,-58.6,75,0,H1,North Atlantic,0.412311
40438,1950,10,14,1200Z,781,JIG,28.4,-59.3,80,0,H1,North Atlantic,1.30384
30868,1950,8,28,0600Z,774,CHARLIE,23.4,-54.3,80,0,H1,North Atlantic,1.769181
40268,1950,9,4,1200Z,774,CHARLIE,37.8,-58.8,70,0,H1,North Atlantic,0.921954
40270,1950,9,4,1800Z,774,CHARLIE,38.4,-58.1,65,0,H1,North Atlantic,1.838478
45792,1950,9,11,1800Z,775,DOG,37.9,-71.7,75,0,H1,North Atlantic,1.780449
30863,1950,8,28,0000Z,774,CHARLIE,22,-52.8,70,0,H1,North Atlantic,2.051828
40437,1950,10,14,0600Z,781,JIG,27.6,-58.6,75,0,H1,North Atlantic,1.063015
40434,1950,10,14,0000Z,781,JIG,26.9,-57.8,75,0,H1,North Atlantic,1.063015
41148,1950,9,3,1800Z,774,CHARLIE,36.6,-60.5,80,0,H1,North Atlantic,0.5
39613,1950,10,13,1200Z,781,JIG,25.4,-55.5,65,0,H1,North Atlantic,1.389244
51674,1950,9,6,0600Z,776,EASY,28.2,-82.2,65,0,H1,North Atlantic,0.412311
40885,1950,9,1,0000Z,774,CHARLIE,32.7,-58.2,75,0,H1,North Atlantic,0.412311
54294,1950,10,19,0600Z,784,LOVE,26.3,-92.3,75,0,H1,North Atlantic,0.223607
54297,1950,10,19,1200Z,784,LOVE,26.1,-92.2,80,0,H1,North Atlantic,1.30384
43089,1950,8,21,0600Z,772,ABLE,41.8,-67,65,0,H1,North Atlantic,3.612478
41126,1950,9,2,0000Z,774,CHARLIE,33,-60.1,75,0,H1,North Atlantic,0.608276
41130,1950,9,2,0600Z,774,CHARLIE,33.1,-60.7,80,0,H1,North Atlantic,0.538516
53781,1950,10,20,0600Z,784,LOVE,25.7,-88.2,75,0,H1,North Atlantic,1.264911
53776,1950,10,20,0000Z,784,LOVE,25.3,-89.4,80,0,H1,North Atlantic,1.264911
31719,1950,9,11,1200Z,777,FOX,20.5,-52.3,80,0,H1,North Atlantic,0.860233
28295,1950,8,14,0000Z,772,ABLE,22.2,-63.7,70,0,H1,North Atlantic,1.204159
28293,1950,8,13,1800Z,772,ABLE,21.6,-63.2,70,0,H1,North Atlantic,0.781025
28291,1950,8,13,1200Z,772,ABLE,21,-62.5,65,0,H1,North Atlantic,0.921954
54262,1950,10,19,1800Z,784,LOVE,25.4,-91.1,80,0,H1,North Atlantic,1.702939
42609,1950,10,2,0600Z,778,GEORGE,30.3,-64.7,80,0,H1,North Atlantic,0.412311
52588,1950,10,20,1800Z,784,LOVE,26.5,-86.1,70,0,H1,North Atlantic,1.081665
20978,1950,8,28,1200Z,773,BAKER,23.2,-87.7,65,0,H1,North Atlantic,0.360555
20980,1950,8,28,1800Z,773,BAKER,23.4,-88,65,0,H1,North Atlantic,0.360555
51536,1950,9,3,1800Z,776,EASY,24.9,-82.4,75,0,H1,North Atlantic,1.17047
46249,1950,9,11,1200Z,775,DOG,36.5,-72.1,80,0,H1,North Atlantic,1.456022
20983,1950,8,29,0000Z,773,BAKER,23.6,-88.3,70,0,H1,North Atlantic,0.424264
43206,1950,8,15,0000Z,772,ABLE,24.4,-66.2,75,0,H1,North Atlantic,0.640312
50197,1950,10,18,1200Z,782,KING,27,-80.8,75,0,H1,North Atlantic,1.746425
27887,1950,8,14,0600Z,772,ABLE,23,-64.6,70,0,H1,North Atlantic,0.921954
31782,1950,9,10,1200Z,777,FOX,18.9,-50.2,65,0,H1,North Atlantic,0.848528
43210,1950,8,15,0600Z,772,ABLE,24.8,-66.7,75,0,H1,North Atlantic,0.640312
42596,1950,10,1,1800Z,778,GEORGE,30.3,-64.3,80,0,H1,North Atlantic,0.1
42592,1950,10,1,1200Z,778,GEORGE,30.3,-64.1,75,0,H1,North Atlantic,0.2
42579,1950,10,1,0600Z,778,GEORGE,30.3,-64,70,0,H1,North Atlantic,0.1
42604,1950,10,2,0000Z,778,GEORGE,30.3,-64.4,80,0,H1,North Atlantic,0.3
42576,1950,10,1,0000Z,778,GEORGE,30.3,-63.8,65,0,H1,North Atlantic,0.2
53521,1950,8,31,0000Z,773,BAKER,29.4,-88.1,75,0,H1,North Atlantic,1.431782
53757,1950,8,29,1200Z,773,BAKER,24.4,-88.9,80,0,H1,North Atlantic,0.632456
53525,1950,8,31,0600Z,773,BAKER,30.8,-87.8,65,0,H1,North Atlantic,1.403567
54759,1950,10,18,1200Z,784,LOVE,27,-91.9,70,0,H1,North Atlantic,0.360555
27890,1950,8,14,1800Z,772,ABLE,24,-65.8,75,0,H1,North Atlantic,0.565685
27888,1950,8,14,1200Z,772,ABLE,23.6,-65.3,70,0,H1,North Atlantic,0.640312
52104,1950,10,20,1200Z,784,LOVE,26.1,-87,75,0,H1,North Atlantic,0.984886
22857,1950,9,3,1200Z,776,EASY,23.7,-82,70,0,H1,North Atlantic,1.264911
36453,1950,10,17,0600Z,781,JIG,41.9,-44.5,65,0,H1,North Atlantic,2.7313
22844,1950,9,2,1200Z,776,EASY,21,-82.8,65,0,H1,North Atlantic,0.5
19325,1950,10,10,0000Z,780,ITEM,20.6,-94.6,80,0,H1,North Atlantic,0.424264
19323,1950,10,9,1800Z,780,ITEM,20.9,-93.9,65,0,H1,North Atlantic,0.761577
19321,1950,10,9,1200Z,780,ITEM,21,-93.2,65,0,H1,North Atlantic,0.707107
52172,1950,10,21,0000Z,784,LOVE,27.1,-85.2,70,0,H1,North Atlantic,1.702939
41234,1950,10,14,1800Z,781,JIG,29.5,-60,80,0,H1,North Atlantic,1.392839
22851,1950,9,3,0000Z,776,EASY,22,-82.2,70,0,H1,North Atlantic,0.824621
45410,1950,9,10,0000Z,775,DOG,30.5,-70.2,80,0,H1,North Atlantic,0.4
40474,1950,10,13,1800Z,781,JIG,26.1,-56.7,70,0,H1,North Atlantic,1.360147
45401,1950,9,9,1200Z,775,DOG,30.7,-69.5,80,0,H1,North Atlantic,0.412311
45404,1950,9,9,1800Z,775,DOG,30.6,-69.9,80,0,H1,North Atlantic,0.316228
54754,1950,10,18,0600Z,784,LOVE,27.5,-90.8,65,0,H1,North Atlantic,1.208305
44937,1950,9,12,0000Z,775,DOG,39.3,-70.6,65,0,H1,North Atlantic,2.163331
22854,1950,9,3,0600Z,776,EASY,22.8,-82,70,0,H1,North Atlantic,0.9
43215,1950,8,15,1200Z,772,ABLE,25.2,-67.2,80,0,H1,North Atlantic,0.583095
44958,1950,8,15,1800Z,772,ABLE,25.5,-67.7,80,0,H1,North Atlantic,0.632456
42289,1951,10,6,1200Z,792,HOW,39.5,-65.7,75,0,H1,North Atlantic,4.86621
23894,1951,10,15,0000Z,793,ITEM,20.4,-81.2,65,0,H1,North Atlantic,0.316228
39602,1951,9,10,1800Z,789,EASY,36.2,-57.1,80,0,H1,North Atlantic,1.780449
23893,1951,10,14,1800Z,793,ITEM,20.1,-81.3,70,0,H1,North Atlantic,0.316228
40644,1951,10,6,1800Z,792,HOW,40.3,-60.9,70,0,H1,North Atlantic,5.67186
23890,1951,10,14,1200Z,793,ITEM,19.7,-81.5,70,0,H1,North Atlantic,0.447214
43593,1951,10,6,0600Z,792,HOW,38.9,-67.8,75,0,H1,North Atlantic,2.184033
46912,1951,10,16,0600Z,794,JIG,31.9,-73.6,70,0,H1,North Atlantic,0.67082
23358,1951,10,14,0600Z,793,ITEM,19.1,-81.8,70,0,H1,North Atlantic,0.67082
39514,1951,9,11,0000Z,789,EASY,37.3,-55.7,80,0,H1,North Atlantic,1.788854
48959,1951,5,20,0000Z,785,ABLE,29.7,-75.8,80,0,H1,North Atlantic,0.921954
23597,1951,8,18,0600Z,787,CHARLIE,18.2,-78.9,80,0,H1,North Atlantic,1.6
48219,1951,5,19,1800Z,785,ABLE,28.8,-76,80,0,H1,North Atlantic,0.921954
32511,1951,9,3,1800Z,789,EASY,16.7,-43.8,70,0,H1,North Atlantic,1.104536
32507,1951,9,3,1200Z,789,EASY,16.6,-42.6,65,0,H1,North Atlantic,1.204159
26340,1951,8,16,1800Z,787,CHARLIE,16.1,-68.7,80,0,H1,North Atlantic,1.603122
58120,1951,9,10,1200Z,790,FOX,47,-37,70,0,H1,North Atlantic,7.561085
44546,1951,5,22,1800Z,785,ABLE,36.6,-70.2,80,0,H1,North Atlantic,1.204159
48705,1951,5,19,0000Z,785,ABLE,27.4,-77,80,0,H1,North Atlantic,0.424264
48706,1951,5,19,0600Z,785,ABLE,27.7,-76.7,80,0,H1,North Atlantic,0.565685
48711,1951,5,19,1200Z,785,ABLE,28.1,-76.3,80,0,H1,North Atlantic,0.761577
49082,1951,10,3,0000Z,792,HOW,29,-78.8,65,0,H1,North Atlantic,2
25715,1951,9,4,0600Z,788,DOG,14.9,-73.1,75,0,H1,North Atlantic,1.216553
25710,1951,9,4,0000Z,788,DOG,14.8,-71.8,80,0,H1,North Atlantic,1.30384
33525,1951,9,6,0000Z,790,FOX,17.1,-40.1,80,0,H1,North Atlantic,1.392839
33522,1951,9,5,1800Z,790,FOX,16.5,-39,75,0,H1,North Atlantic,1.252996
33507,1951,9,5,1200Z,790,FOX,16,-37.8,75,0,H1,North Atlantic,1.3
33498,1951,9,5,0600Z,790,FOX,15.2,-36.2,70,0,H1,North Atlantic,1.788854
29977,1951,9,2,0000Z,788,DOG,14.1,-58.8,65,0,H1,North Atlantic,1.2
29978,1951,9,2,0600Z,788,DOG,14.1,-60,80,0,H1,North Atlantic,1.3
44944,1951,10,6,0000Z,792,HOW,38.3,-69,80,0,H1,North Atlantic,1.341641
38977,1951,9,11,0600Z,789,EASY,38.1,-54.1,75,0,H1,North Atlantic,1.581139
38980,1951,9,11,1200Z,789,EASY,38.6,-52.6,70,0,H1,North Atlantic,1.334166
27497,1951,8,16,0600Z,787,CHARLIE,15.7,-64.8,70,0,H1,North Atlantic,2.22036
38984,1951,9,11,1800Z,789,EASY,38.9,-51.3,70,0,H1,North Atlantic,1.403567
49757,1951,5,18,1800Z,785,ABLE,27.2,-77.3,80,0,H1,North Atlantic,0.360555
49753,1951,5,18,1200Z,785,ABLE,27,-77.7,75,0,H1,North Atlantic,0.447214
32165,1951,9,4,0600Z,789,EASY,16.7,-45.9,80,0,H1,North Atlantic,1.140175
32162,1951,9,4,0000Z,789,EASY,16.6,-44.9,75,0,H1,North Atlantic,1.004988
49748,1951,5,18,0000Z,785,ABLE,27.3,-78.7,70,0,H1,North Atlantic,0.640312
24476,1951,8,18,0000Z,787,CHARLIE,18.1,-77.4,75,0,H1,North Atlantic,1.50333
49750,1951,5,18,0600Z,785,ABLE,26.9,-78.2,70,0,H1,North Atlantic,0.509902
37363,1951,9,10,0000Z,790,FOX,42,-50.5,75,0,H1,North Atlantic,7.05762
23353,1951,10,14,0000Z,793,ITEM,18.5,-82.1,65,0,H1,North Atlantic,0.67082
37427,1951,9,12,0000Z,789,EASY,39,-49.9,65,0,H1,North Atlantic,1.5
37433,1951,9,12,0600Z,789,EASY,39,-48.4,65,0,H1,North Atlantic,1.5
44275,1951,5,23,0000Z,785,ABLE,36.5,-69,70,0,H1,North Atlantic,2.002498
28850,1951,8,16,0000Z,787,CHARLIE,15.4,-62.5,65,0,H1,North Atlantic,2.319483
47184,1951,10,15,1200Z,794,JIG,29.4,-75.3,65,0,H1,North Atlantic,1.3
47185,1951,10,15,1800Z,794,JIG,30.6,-74.8,70,0,H1,North Atlantic,1
47186,1951,10,16,0000Z,794,JIG,31.4,-74.2,70,0,H1,North Atlantic,0.781025
48779,1951,10,3,1200Z,792,HOW,32,-76.7,80,0,H1,North Atlantic,0.781025
18975,1951,8,23,0000Z,787,CHARLIE,22.2,-98,65,0,H1,North Atlantic,0.707107
49570,1951,10,3,0600Z,792,HOW,30.6,-77.6,75,0,H1,North Atlantic,1.664332
49743,1951,5,17,1200Z,785,ABLE,28.7,-78.6,65,0,H1,North Atlantic,0.728011
58370,1951,9,10,0600Z,790,FOX,44.5,-43.9,75,0,H1,North Atlantic,7.338937
26642,1951,8,16,1200Z,787,CHARLIE,16,-67,75,0,H1,North Atlantic,1.702939
49746,1951,5,17,1800Z,785,ABLE,28,-78.8,65,0,H1,North Atlantic,0.707107
31778,1952,10,8,1800Z,800,EASY,18.1,-50.9,80,968,H1,North Atlantic,0.72111
49084,1952,8,30,0000Z,796,ABLE,29.2,-77.8,80,0,H1,North Atlantic,1.236932
40279,1952,9,7,1800Z,797,BAKER,40.4,-61.1,75,969,H1,North Atlantic,4.254409
31775,1952,10,8,1200Z,800,EASY,17.5,-51,65,0,H1,North Atlantic,0.608276
26713,1952,8,28,0600Z,796,ABLE,23.8,-68.5,75,0,H1,North Atlantic,1.581139
50763,1952,8,31,0600Z,796,ABLE,33.1,-80.8,70,0,H1,North Atlantic,1.315295
22138,1952,10,22,1200Z,801,FOX,16.8,-82.2,65,0,H1,North Atlantic,0.509902
22139,1952,10,22,1800Z,801,FOX,17.3,-82.3,75,993,H1,North Atlantic,0.4
22140,1952,10,23,0000Z,801,FOX,17.7,-82.3,80,0,H1,North Atlantic,0.3
31804,1952,10,9,0600Z,800,EASY,18.7,-50.2,80,0,H1,North Atlantic,0.4
27864,1952,8,27,1800Z,796,ABLE,22.3,-65.8,70,998,H1,North Atlantic,1.476482
27901,1952,8,27,1200Z,796,ABLE,21.9,-64.7,70,1003,H1,North Atlantic,1.17047
48783,1952,8,29,1200Z,796,ABLE,27.8,-74.7,80,0,H1,North Atlantic,1.655295
30731,1952,9,27,0600Z,799,DOG,17.5,-55,70,0,H1,North Atlantic,0.640312
30726,1952,9,27,0000Z,799,DOG,17,-54.6,75,0,H1,North Atlantic,0.640312
27712,1952,8,28,0000Z,796,ABLE,23,-67.1,75,0,H1,North Atlantic,1.612452
48715,1952,8,29,1800Z,796,ABLE,28.5,-76.2,80,0,H1,North Atlantic,1.746425
41971,1952,9,7,1200Z,797,BAKER,39,-64,80,0,H1,North Atlantic,3.220248
30720,1952,9,26,1800Z,799,DOG,16.6,-54,70,998,H1,North Atlantic,0.72111
47633,1952,10,27,0600Z,801,FOX,25.3,-74,65,0,H1,North Atlantic,1.077033
47629,1952,10,27,0000Z,801,FOX,24.4,-74.5,80,0,H1,North Atlantic,1.029563
39473,1952,9,29,0000Z,798,CHARLIE,40.3,-55.5,80,0,H1,North Atlantic,1.456022
58831,1952,9,8,0600Z,797,BAKER,45.6,-51.7,65,0,H1,North Atlantic,3.255764
47618,1952,9,25,0600Z,798,CHARLIE,24.5,-73.8,70,0,H1,North Atlantic,1.421267
39250,1952,9,8,0000Z,797,BAKER,42.5,-57.4,70,0,H1,North Atlantic,6.488451
38992,1952,9,29,1200Z,798,CHARLIE,40.8,-52.7,70,0,H1,North Atlantic,1.726268
38990,1952,9,29,0600Z,798,CHARLIE,40.7,-54.1,75,0,H1,North Atlantic,1.403567
46627,1952,8,29,0000Z,796,ABLE,26.3,-72.2,75,0,H1,North Atlantic,1.442221
47425,1952,8,29,0600Z,796,ABLE,27.1,-73.4,75,0,H1,North Atlantic,1.476482
29686,1952,9,1,0600Z,797,BAKER,18.6,-59.5,70,1003,H1,North Atlantic,0.5
45593,1952,8,28,1200Z,796,ABLE,24.7,-69.8,75,0,H1,North Atlantic,1.442221
29683,1952,9,1,0000Z,797,BAKER,18.2,-59.3,65,0,H1,North Atlantic,0.447214
29689,1952,9,1,1200Z,797,BAKER,19,-59.8,75,0,H1,North Atlantic,1.029563
45607,1952,8,28,1800Z,796,ABLE,25.5,-71,75,0,H1,North Atlantic,1.442221
29692,1952,9,1,1800Z,797,BAKER,19.9,-60.3,80,1003,H1,North Atlantic,1.30384
27615,1953,9,15,1200Z,807,EDNA,20.9,-67,65,0,H1,North Atlantic,1.640122
45649,1953,9,7,0000Z,805,CAROL,37.2,-70.8,80,0,H1,North Atlantic,1.486607
48786,1953,8,12,1200Z,803,BARBARA,29.2,-75.9,65,0,H1,North Atlantic,0.707107
48484,1953,8,14,0600Z,803,BARBARA,35.8,-75.7,70,0,H1,North Atlantic,1.389244
32356,1953,10,3,1200Z,810,GAIL,14.8,-42.8,65,0,H1,North Atlantic,1.414214
26349,1953,9,9,1200Z,806,DOLLY,20.7,-69.4,65,0,H1,North Atlantic,0.72111
32362,1953,10,3,1800Z,810,GAIL,14.6,-44.2,70,0,H1,North Atlantic,1.140175
26751,1953,9,15,1800Z,807,EDNA,21.9,-68.3,75,0,H1,North Atlantic,1.56205
46319,1953,8,14,1800Z,803,BARBARA,38.1,-73.8,70,0,H1,North Atlantic,1.920937
45827,1953,9,7,0600Z,805,CAROL,38.6,-70.3,75,0,H1,North Atlantic,1.972308
45822,1953,8,15,0000Z,803,BARBARA,39.3,-72.3,75,0,H1,North Atlantic,2.19545
45229,1953,9,6,1800Z,805,CAROL,35,-70.6,80,0,H1,North Atlantic,2.209072
31489,1953,9,2,0600Z,805,CAROL,14.2,-49.5,70,0,H1,North Atlantic,1.7
31650,1953,9,2,1200Z,805,CAROL,15,-51,75,0,H1,North Atlantic,2.915476
57112,1953,9,7,1800Z,805,CAROL,43.3,-67.3,65,0,H1,North Atlantic,3.744329
52835,1953,9,26,1200Z,809,FLORENCE,29.7,-86.8,80,0,H1,North Atlantic,0.989949
43096,1953,8,15,1200Z,803,BARBARA,41.5,-68,75,0,H1,North Atlantic,4.031129
43531,1953,9,11,1800Z,806,DOLLY,30.4,-67.6,75,0,H1,North Atlantic,2.202272
52836,1953,9,26,1800Z,809,FLORENCE,30.4,-86.1,70,985,H1,North Atlantic,1.208305
48718,1953,8,13,0000Z,803,BARBARA,30.5,-76.1,80,0,H1,North Atlantic,1.004988
48713,1953,8,12,1800Z,803,BARBARA,29.9,-76,70,0,H1,North Atlantic,0.608276
39484,1953,9,18,1800Z,807,EDNA,39.2,-56.1,70,0,H1,North Atlantic,5.4626
44953,1953,9,7,1200Z,805,CAROL,40.3,-69.3,70,0,H1,North Atlantic,3.605551
44949,1953,8,15,0600Z,803,BARBARA,40.4,-70.4,75,0,H1,North Atlantic,2.640076
21743,1953,9,24,1800Z,809,FLORENCE,20.9,-85,70,0,H1,North Atlantic,2.051828
47455,1953,8,14,1200Z,803,BARBARA,37,-75,65,0,H1,North Atlantic,1.627882
32755,1953,10,4,0000Z,810,GAIL,14.3,-45.3,65,0,H1,North Atlantic,0.538516
47650,1954,9,8,0000Z,820,EDNA,24.5,-74.4,75,0,H1,North Atlantic,0.806226
27571,1954,1,3,1800Z,826,ALICE,16.5,-64.7,70,0,H1,North Atlantic,0.781025
27560,1954,1,3,1200Z,826,ALICE,17,-64,70,0,H1,North Atlantic,0.860233
27476,1954,1,4,0600Z,826,ALICE,15.5,-65.2,65,0,H1,North Atlantic,0.5
27261,1954,1,4,0000Z,826,ALICE,16,-65.3,65,0,H1,North Atlantic,0.509902
38722,1954,10,4,1800Z,823,NOTNAMED,34.2,-51.7,80,0,H1,North Atlantic,1.676305
48725,1954,8,27,1200Z,818,CAROL,29.6,-76.5,80,0,H1,North Atlantic,0.223607
38700,1954,10,5,0000Z,823,NOTNAMED,34.7,-50.1,80,0,H1,North Atlantic,1.118034
48731,1954,8,27,0000Z,818,CAROL,28.9,-76.2,70,0,H1,North Atlantic,0.412311
48735,1954,8,27,0600Z,818,CAROL,29.3,-76.3,75,0,H1,North Atlantic,0.360555
39170,1954,10,2,0600Z,823,NOTNAMED,30.4,-53.9,70,0,H1,North Atlantic,0.943398
39175,1954,10,2,1200Z,823,NOTNAMED,29.9,-54.7,70,0,H1,North Atlantic,1.004988
39179,1954,10,2,1800Z,823,NOTNAMED,29.8,-55.7,70,0,H1,North Atlantic,0.905539
39183,1954,10,3,1200Z,823,NOTNAMED,31.3,-56.5,70,0,H1,North Atlantic,1.272792
39517,1954,10,3,1800Z,823,NOTNAMED,32.2,-55.6,70,0,H1,North Atlantic,1.204159
39520,1954,10,4,0000Z,823,NOTNAMED,33,-54.7,75,0,H1,North Atlantic,0.894427
39523,1954,10,4,0600Z,823,NOTNAMED,33.4,-53.9,80,0,H1,North Atlantic,0.948683
39165,1954,10,2,0000Z,823,NOTNAMED,31,-53,65,0,H1,North Atlantic,1.081665
26790,1954,9,7,0000Z,820,EDNA,22.2,-70.8,65,0,H1,North Atlantic,0.761577
26793,1954,9,7,0600Z,820,EDNA,22.5,-71.5,70,0,H1,North Atlantic,0.860233
55356,1954,6,25,0600Z,816,ALICE,24.4,-96.5,70,0,H1,North Atlantic,0.860233
39009,1954,10,3,0600Z,823,NOTNAMED,30.5,-57,70,0,H1,North Atlantic,0.943398
39004,1954,10,3,0000Z,823,NOTNAMED,29.7,-56.6,70,0,H1,North Atlantic,0.894427
55359,1954,6,25,1200Z,816,ALICE,24.9,-97.2,70,0,H1,North Atlantic,1.555635
29737,1954,1,2,0000Z,826,ALICE,18.8,-60.5,65,0,H1,North Atlantic,1.17047
29736,1954,1,1,1800Z,826,ALICE,19.3,-59.2,65,0,H1,North Atlantic,1.392839
29732,1954,1,1,1200Z,826,ALICE,19.7,-58.1,65,0,H1,North Atlantic,1.17047
29730,1954,1,1,0600Z,826,ALICE,19.9,-57.4,65,0,H1,North Atlantic,0.728011
36552,1954,10,6,0000Z,823,NOTNAMED,38.9,-40.4,80,0,H1,North Atlantic,3.551056
36561,1954,10,6,0600Z,823,NOTNAMED,40.8,-37.4,75,0,H1,North Atlantic,3.764306
28888,1954,1,3,0600Z,826,ALICE,17.3,-63.6,70,0,H1,North Atlantic,0.5
28884,1954,1,3,0000Z,826,ALICE,17.6,-63.2,70,0,H1,North Atlantic,0.5
28881,1954,1,2,1800Z,826,ALICE,17.8,-62.8,65,0,H1,North Atlantic,0.447214
28879,1954,1,2,1200Z,826,ALICE,18,-62.4,65,0,H1,North Atlantic,0.447214
28875,1954,1,2,0600Z,826,ALICE,18.4,-61.6,65,0,H1,North Atlantic,0.894427
28714,1954,10,5,1800Z,824,HAZEL,12.8,-61.1,70,0,H1,North Atlantic,1.004988
28721,1954,10,6,0000Z,824,HAZEL,12.9,-62.1,75,0,H1,North Atlantic,1.019804
38014,1954,10,4,1200Z,823,NOTNAMED,33.7,-53,80,0,H1,North Atlantic,1.392839
28724,1954,10,6,0600Z,824,HAZEL,13.1,-63.1,80,0,H1,North Atlantic,1.004988
49596,1954,8,29,1200Z,818,CAROL,30.9,-77.9,80,0,H1,North Atlantic,0.316228
49600,1954,8,29,1800Z,818,CAROL,31.2,-78,80,0,H1,North Atlantic,0.316228
49592,1954,8,29,0600Z,818,CAROL,30.7,-77.8,80,0,H1,North Atlantic,0.223607
49604,1954,8,30,0000Z,818,CAROL,31.5,-78.1,80,0,H1,North Atlantic,0.412311
30784,1954,12,31,1200Z,826,ALICE,20.6,-55.2,65,0,H1,North Atlantic,0.8544
30815,1954,1,1,0000Z,826,ALICE,20.1,-56.8,65,0,H1,North Atlantic,0.632456
30810,1954,12,31,1800Z,826,ALICE,20.3,-56,65,0,H1,North Atlantic,0.824621
45494,1954,9,1,0600Z,819,DOLLY,26.8,-69.9,75,0,H1,North Atlantic,2.22036
41984,1954,9,2,1200Z,819,DOLLY,39.7,-64.2,70,0,H1,North Atlantic,4.410215
18988,1954,6,25,0000Z,816,ALICE,24,-95.7,65,0,H1,North Atlantic,0.894427
44985,1954,9,1,0000Z,819,DOLLY,24.8,-69.5,65,0,H1,North Atlantic,2.039608
44956,1954,9,11,1800Z,820,EDNA,41.2,-70.8,80,0,H1,North Atlantic,4.701064
58506,1954,10,6,1200Z,823,NOTNAMED,43.2,-34.5,70,0,H1,North Atlantic,5.047772
18830,1954,9,12,0000Z,821,FLORENCE,20.8,-95.9,65,0,H1,North Atlantic,0.5
18839,1954,9,12,0600Z,821,FLORENCE,20.5,-96.3,65,0,H1,North Atlantic,0.538516
44286,1954,9,2,0000Z,819,DOLLY,34.6,-69.3,75,0,H1,North Atlantic,3.538361
25599,1954,9,7,1800Z,820,EDNA,23.7,-73.4,70,0,H1,North Atlantic,1.280625
25919,1954,9,7,1200Z,820,EDNA,23,-72.2,70,0,H1,North Atlantic,1.389244
43103,1954,9,2,0600Z,819,DOLLY,37.2,-66.9,70,0,H1,North Atlantic,3.679674
32339,1955,9,4,0600Z,832,FLORA,22.9,-44.8,65,0,H1,North Atlantic,1.788854
32346,1955,9,4,1200Z,832,FLORA,23.7,-46.4,65,0,H1,North Atlantic,1.923538
32576,1955,9,4,0000Z,832,FLORA,22.2,-43.2,65,0,H1,North Atlantic,1.746425
32571,1955,9,3,1800Z,832,FLORA,21.6,-41.7,65,0,H1,North Atlantic,1.615549
33590,1955,9,3,1200Z,832,FLORA,21,-40.2,65,0,H1,North Atlantic,1.615549
37550,1955,9,4,1800Z,832,FLORA,24.6,-48.1,65,0,H1,North Atlantic,1.923538
42830,1955,9,21,0000Z,835,IONE,39.4,-67.8,75,0,H1,North Atlantic,6.041523
41293,1955,8,26,1800Z,830,EDITH,25.7,-62.8,75,0,H1,North Atlantic,0.424264
41286,1955,8,26,1200Z,830,EDITH,25.2,-62.3,75,0,H1,North Atlantic,0.707107
41274,1955,8,26,0600Z,830,EDITH,24.6,-61.5,75,0,H1,North Atlantic,1
38998,1955,8,31,0600Z,830,EDITH,39.9,-53.9,65,0,H1,North Atlantic,1.476482
42679,1955,8,28,0000Z,830,EDITH,27.3,-64,80,0,H1,North Atlantic,0.412311
42668,1955,8,27,1200Z,830,EDITH,26.6,-63.7,80,0,H1,North Atlantic,0.360555
